,BATHRM,HF_BATHRM,HEAT,AC,NUM_UNITS,ROOMS,BEDRM,STORIES,PRICE,QUALIFIED,SALE_NUM,GBA,BLDG_NUM,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS, FIREPLACES,USECODE,LANDAREA,SOURCE,CMPLX_NUM,LIVING_GBA
107002,2,0,Ht Pump,Y,,4,2,,145000.0,U,1,,1,,,,,,,,,,16,589,Condominium,1652.0,926.0
107003,1,0,Ht Pump,Y,,4,1,,55000.0,U,1,,1,,,,,,,,,,16,589,Condominium,1652.0,530.0
107004,2,0,Ht Pump,Y,,4,2,,80500.0,U,1,,1,,,,,,,,,,16,589,Condominium,1652.0,645.0
107006,2,0,Ht Pump,Y,,4,2,,425000.0,U,1,,1,,,,,,,,,,16,589,Condominium,1652.0,963.0
107007,2,0,Ht Pump,Y,,4,2,,90000.0,U,1,,1,,,,,,,,,,16,589,Condominium,1652.0,1089.0
107008,2,0,Ht Pump,Y,,4,2,,45000.0,U,4,,1,,,,,,,,,,16,589,Condominium,1652.0,1056.0
107009,1,0,Ht Pump,Y,,4,1,,72400.0,U,1,,1,,,,,,,,,,16,589,Condominium,1652.0,579.0
107010,2,0,Ht Pump,Y,,4,2,,220000.0,Q,1,,1,,,,,,,,,,16,589,Condominium,1652.0,645.0
107011,2,0,Ht Pump,Y,,4,2,,90000.0,U,1,,1,,,,,,,,,,16,589,Condominium,1652.0,1089.0
107012,1,0,Wall Furnace,Y,,4,2,,22000.0,U,1,,1,,,,,,,,,,16,988,Condominium,1481.0,652.0
107013,1,0,Wall Furnace,Y,,4,2,,72190.0,U,3,,1,,,,,,,,,,16,1185,Condominium,1481.0,715.0
107014,1,0,Wall Furnace,Y,,3,1,,68995.0,Q,1,,1,,,,,,,,,,16,790,Condominium,1481.0,565.0
107015,1,0,Wall Furnace,Y,,3,1,,41500.0,U,1,,1,,,,,,,,,,16,790,Condominium,1481.0,542.0
107016,1,0,Wall Furnace,Y,,4,2,,79995.0,Q,1,,1,,,,,,,,,,16,1087,Condominium,1481.0,707.0
107018,1,0,Wall Furnace,Y,,3,1,,103000.0,U,3,,1,,,,,,,,,,16,889,Condominium,1481.0,624.0
107019,1,0,Wall Furnace,Y,,3,1,,108000.0,Q,1,,1,,,,,,,,,,16,889,Condominium,1481.0,595.0
107020,1,0,Wall Furnace,Y,,3,1,,47500.0,U,5,,1,,,,,,,,,,16,889,Condominium,1481.0,589.0
107021,1,0,Wall Furnace,Y,,3,1,,65995.0,Q,1,,1,,,,,,,,,,16,889,Condominium,1481.0,589.0
107022,1,0,Wall Furnace,Y,,3,1,,68995.0,Q,1,,1,,,,,,,,,,16,988,Condominium,1481.0,678.0
107023,1,0,Wall Furnace,Y,,4,2,,33000.0,U,1,,1,,,,,,,,,,16,988,Condominium,1481.0,670.0
107024,1,0,Wall Furnace,Y,,4,2,,95000.0,Q,1,,1,,,,,,,,,,16,1185,Condominium,1481.0,734.0
107025,1,0,Wall Furnace,Y,,3,1,,66995.0,Q,1,,1,,,,,,,,,,16,889,Condominium,1481.0,588.0
107026,1,0,Wall Furnace,Y,,3,1,,66995.0,Q,1,,1,,,,,,,,,,16,790,Condominium,1481.0,542.0
107027,1,0,Wall Furnace,Y,,4,2,,65000.0,Q,4,,1,,,,,,,,,,16,1087,Condominium,1481.0,707.0
107028,1,0,Forced Air,Y,,4,2,,165000.0,Q,1,,1,,,,,,,,,,16,1214,Condominium,1286.0,870.0
107029,1,0,Forced Air,Y,,4,2,,38358.0,U,1,,1,,,,,,,,,,16,1214,Condominium,1286.0,881.0
107030,1,0,Forced Air,Y,,3,1,,45000.0,U,5,,1,,,,,,,,,,16,832,Condominium,1286.0,724.0
107032,1,0,Forced Air,Y,,3,1,,29900.0,U,1,,1,,,,,,,,,,16,832,Condominium,1286.0,700.0
107034,1,0,Forced Air,Y,,4,2,,20849.0,U,1,,1,,,,,,,,,,16,1214,Condominium,1286.0,882.0
107037,1,0,Forced Air,Y,,3,1,,51900.0,U,1,,1,,,,,,,,,,16,832,Condominium,1286.0,703.0
107039,2,1,Ht Pump,Y,,4,2,,289900.0,Q,1,,1,,,,,,,,,,16,1446,Condominium,5187.0,1272.0
107040,3,1,Ht Pump,Y,,6,4,,333500.0,Q,1,,1,,,,,,,,,,16,2094,Condominium,5187.0,1630.0
107041,2,0,Ht Pump,Y,,4,2,,274900.0,Q,1,,1,,,,,,,,,,16,1237,Condominium,5187.0,1120.0
107042,2,0,Ht Pump,Y,,4,2,,288790.0,Q,1,,1,,,,,,,,,,16,1425,Condominium,5187.0,1078.0
107043,2,0,Ht Pump,Y,,4,2,,261720.0,Q,1,,1,,,,,,,,,,16,1405,Condominium,5187.0,1273.0
107044,2,1,Ht Pump,Y,,5,3,,339900.0,Q,1,,1,,,,,,,,,,16,2067,Condominium,5187.0,1392.0
107045,2,1,Ht Pump,Y,,5,3,,291720.0,Q,1,,1,,,,,,,,,,16,1573,Condominium,5187.0,1422.0
107046,2,1,Ht Pump,Y,,5,3,,369900.0,Q,2,,1,,,,,,,,,,16,2131,Condominium,5187.0,1388.0
107049,1,0,Forced Air,Y,,4,1,,14000.0,U,1,,1,,,,,,,,,,16,1345,Condominium,1286.0,660.0
107051,1,0,Forced Air,Y,,4,2,,23300.0,U,1,,1,,,,,,,,,,16,1716,Condominium,1286.0,781.0
107058,1,0,Forced Air,Y,,5,1,,56400.0,Q,1,,1,,,,,,,,,,16,1716,Condominium,1286.0,660.0
107059,1,0,Forced Air,Y,,4,1,,40000.0,U,4,,1,,,,,,,,,,16,1355,Condominium,1286.0,660.0
107060,1,0,Forced Air,Y,,4,1,,15000.0,Q,2,,1,,,,,,,,,,16,1355,Condominium,1286.0,660.0
107063,1,0,Forced Air,Y,,5,2,,78700.0,U,1,,1,,,,,,,,,,16,1716,Condominium,1286.0,880.0
107069,1,0,Forced Air,Y,,4,1,,18000.0,Q,1,,1,,,,,,,,,,16,1423,Condominium,1286.0,655.0
107070,1,0,Forced Air,Y,,5,2,,55000.0,U,1,,1,,,,,,,,,,16,1604,Condominium,1286.0,805.0
107073,1,0,Forced Air,Y,,5,2,,36000.0,U,1,,1,,,,,,,,,,16,1604,Condominium,1286.0,785.0
107076,1,0,Forced Air,Y,,4,1,,13000.0,U,1,,1,,,,,,,,,,16,1266,Condominium,1286.0,626.0
107078,1,0,Forced Air,Y,,5,2,,125000.0,Q,1,,1,,,,,,,,,,16,1604,Condominium,1286.0,780.0
107079,1,0,Forced Air,Y,,5,2,,135000.0,Q,1,,1,,,,,,,,,,16,1604,Condominium,1286.0,783.0
107080,1,0,Forced Air,Y,,5,2,,28000.0,U,3,,1,,,,,,,,,,16,1604,Condominium,1286.0,751.0
107081,1,0,Forced Air,Y,,4,1,,44000.0,Q,1,,1,,,,,,,,,,16,1266,Condominium,1286.0,637.0
107082,1,0,Forced Air,Y,,4,1,,125000.0,Q,1,,1,,,,,,,,,,16,1266,Condominium,1286.0,628.0
107083,1,0,Forced Air,Y,,4,1,,8000.0,U,1,,1,,,,,,,,,,16,1257,Condominium,1286.0,617.0
107084,1,0,Ht Pump,Y,,4,2,,450000.0,U,2,,1,,,,,,,,,,16,742,Condominium,1984.0,726.0
107085,1,0,Ht Pump,Y,,4,2,,450000.0,U,2,,1,,,,,,,,,,16,742,Condominium,1984.0,796.0
107086,1,0,Ht Pump,Y,,3,1,,162900.0,Q,1,,1,,,,,,,,,,16,540,Condominium,1879.0,609.0
107087,1,0,Ht Pump,Y,,3,1,,179500.0,U,1,,1,,,,,,,,,,16,540,Condominium,1879.0,597.0
107088,1,0,Ht Pump,Y,,3,1,,162900.0,Q,1,,1,,,,,,,,,,16,518,Condominium,1879.0,577.0
107090,1,0,Ht Pump,Y,,3,1,,169000.0,Q,1,,1,,,,,,,,,,16,560,Condominium,1879.0,628.0
107091,1,0,Ht Pump,Y,,4,2,,251900.0,U,1,,1,,,,,,,,,,16,748,Condominium,1879.0,847.0
107092,1,0,Ht Pump,Y,,4,2,,225400.0,U,1,,1,,,,,,,,,,16,685,Condominium,1879.0,768.0
107093,1,0,Ht Pump,Y,,2,0,,149900.0,Q,1,,1,,,,,,,,,,16,383,Condominium,1879.0,451.0
107094,1,0,Ht Pump,Y,,3,1,,183900.0,Q,1,,1,,,,,,,,,,16,539,Condominium,1879.0,593.0
107095,1,0,Ht Pump,Y,,3,1,,280000.0,U,3,,1,,,,,,,,,,16,910,Condominium,1879.0,1283.0
107096,1,0,Ht Pump,Y,,4,2,,205000.0,Q,2,,1,,,,,,,,,,16,724,Condominium,1879.0,795.0
107097,1,0,Ht Pump,Y,,3,1,,174900.0,Q,1,,1,,,,,,,,,,16,514,Condominium,1879.0,588.0
107098,1,0,Ht Pump,Y,,3,1,,189000.0,Q,4,,1,,,,,,,,,,16,523,Condominium,1879.0,599.0
107100,1,0,Ht Pump,Y,,3,1,,205000.0,U,1,,1,,,,,,,,,,16,616,Condominium,1879.0,681.0
107102,1,0,Ht Pump,Y,,3,1,,183400.0,Q,1,,1,,,,,,,,,,16,559,Condominium,1879.0,613.0
107103,1,0,Ht Pump,Y,,3,1,,191900.0,Q,1,,1,,,,,,,,,,16,516,Condominium,1879.0,608.0
107104,1,0,Ht Pump,Y,,3,1,,190000.0,U,2,,1,,,,,,,,,,16,540,Condominium,1879.0,605.0
107106,1,0,Ht Pump,Y,,3,1,,87600.0,U,1,,1,,,,,,,,,,16,540,Condominium,1879.0,605.0
107107,1,0,Ht Pump,Y,,3,1,,179900.0,Q,1,,1,,,,,,,,,,16,518,Condominium,1879.0,593.0
107109,1,0,Ht Pump,Y,,3,1,,85000.0,U,1,,1,,,,,,,,,,16,560,Condominium,1879.0,632.0
107111,1,0,Ht Pump,Y,,4,2,,229900.0,Q,1,,1,,,,,,,,,,16,685,Condominium,1879.0,768.0
107112,1,0,Ht Pump,Y,,3,1,,200000.0,Q,1,,1,,,,,,,,,,16,611,Condominium,1879.0,708.0
107113,1,0,Ht Pump,Y,,3,1,,158000.0,U,1,,1,,,,,,,,,,16,539,Condominium,1879.0,593.0
107115,1,0,Ht Pump,Y,,4,2,,209500.0,Q,2,,1,,,,,,,,,,16,724,Condominium,1879.0,795.0
107116,1,0,Ht Pump,Y,,3,1,,183900.0,U,1,,1,,,,,,,,,,16,514,Condominium,1879.0,588.0
107117,1,0,Ht Pump,Y,,3,1,,177500.0,U,4,,1,,,,,,,,,,16,523,Condominium,1879.0,599.0
107118,1,0,Ht Pump,Y,,3,1,,186900.0,Q,1,,1,,,,,,,,,,16,528,Condominium,1879.0,586.0
107119,1,0,Ht Pump,Y,,3,1,,201000.0,U,2,,1,,,,,,,,,,16,616,Condominium,1879.0,681.0
107120,1,0,Ht Pump,Y,,4,2,,118119.0,U,3,,1,,,,,,,,,,16,679,Condominium,1879.0,768.0
107121,1,0,Ht Pump,Y,,3,1,,192500.0,U,2,,1,,,,,,,,,,16,559,Condominium,1879.0,613.0
107123,1,0,Ht Pump,Y,,3,1,,185900.0,Q,1,,1,,,,,,,,,,16,365,Condominium,1879.0,605.0
107129,1,0,Ht Pump,Y,,4,2,,205000.0,Q,2,,1,,,,,,,,,,16,750,Condominium,1879.0,847.0
107130,1,0,Ht Pump,Y,,4,2,,134012.0,U,4,,1,,,,,,,,,,16,685,Condominium,1879.0,768.0
107131,1,0,Ht Pump,Y,,3,1,,220000.0,U,1,,1,,,,,,,,,,16,611,Condominium,1879.0,708.0
107132,1,0,Ht Pump,Y,,3,1,,187000.0,Q,2,,1,,,,,,,,,,16,539,Condominium,1879.0,593.0
107134,1,0,Forced Air,Y,,2,1,,174500.0,Q,1,,1,,,,,,,,,,16,810,Condominium,1869.0,586.0
107135,1,0,Forced Air,Y,,3,2,,199500.0,Q,1,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107137,1,0,Forced Air,Y,,3,2,,172500.0,Q,1,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107138,1,0,Forced Air,Y,,3,2,,152000.0,Q,1,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107139,1,0,Forced Air,Y,,3,2,,175000.0,Q,1,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107141,1,0,Forced Air,Y,,3,2,,163000.0,Q,1,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107142,1,0,Forced Air,Y,,3,2,,209500.0,Q,1,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107144,1,0,Forced Air,Y,,3,2,,185900.0,Q,3,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107145,1,0,Forced Air,Y,,3,2,,209000.0,Q,1,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107146,1,0,Forced Air,Y,,3,2,,193500.0,U,2,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107147,1,0,Forced Air,Y,,3,2,,190000.0,Q,1,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107148,1,0,Forced Air,Y,,3,2,,130000.0,Q,4,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107149,1,0,Forced Air,Y,,3,2,,74000.0,U,1,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107150,1,0,Forced Air,Y,,3,2,,204500.0,Q,1,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107151,1,0,Forced Air,Y,,3,2,,179138.0,Q,1,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107152,1,0,Forced Air,Y,,3,2,,209000.0,Q,1,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107153,1,0,Forced Air,Y,,3,2,,214500.0,Q,1,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107154,1,0,Forced Air,Y,,3,2,,209500.0,Q,1,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107155,1,0,Forced Air,Y,,3,2,,218000.0,Q,1,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107156,1,0,Ht Pump,Y,,3,2,,189500.0,Q,2,,1,,,,,,,,,,16,1084,Condominium,1869.0,810.0
107158,1,0,Forced Air,Y,,5,2,,85000.0,Q,2,,1,,,,,,,,,,16,1604,Condominium,1286.0,780.0
107159,1,0,Forced Air,Y,,4,2,,165000.0,Q,1,,1,,,,,,,,,,16,2855,Condominium,1286.0,835.0
107160,1,0,Wall Furnace,Y,,4,2,,35000.0,U,1,,1,,,,,,,,,,16,1185,Condominium,1481.0,717.0
107161,1,0,Wall Furnace,Y,,3,1,,118000.0,Q,1,,1,,,,,,,,,,16,889,Condominium,1481.0,624.0
107163,1,0,Wall Furnace,Y,,3,1,,67300.0,Q,1,,1,,,,,,,,,,16,889,Condominium,1481.0,589.0
107164,1,0,Wall Furnace,Y,,3,1,,107000.0,Q,1,,1,,,,,,,,,,16,889,Condominium,1481.0,589.0
107165,1,0,Wall Furnace,Y,,3,1,,69995.0,Q,1,,1,,,,,,,,,,16,988,Condominium,1481.0,678.0
107166,1,0,Wall Furnace,Y,,4,2,,29000.0,U,1,,1,,,,,,,,,,16,988,Condominium,1481.0,670.0
107167,1,0,Wall Furnace,Y,,4,2,,58000.0,Q,1,,1,,,,,,,,,,16,1185,Condominium,1481.0,734.0
107168,1,0,Wall Furnace,Y,,3,1,,50000.0,Q,6,,1,,,,,,,,,,16,889,Condominium,1481.0,588.0
107171,1,0,Forced Air,Y,,4,2,,114900.0,Q,1,,1,,,,,,,,,,16,552,Condominium,1579.0,680.0
107172,1,0,Forced Air,Y,,4,2,,60000.0,Q,5,,1,,,,,,,,,,16,563,Condominium,1579.0,685.0
107173,1,0,Forced Air,Y,,3,1,,108150.0,Q,1,,1,,,,,,,,,,16,472,Condominium,1579.0,569.0
107175,1,0,Forced Air,Y,,4,2,,17000.0,U,1,,1,,,,,,,,,,16,552,Condominium,1579.0,680.0
107176,1,0,Forced Air,Y,,4,2,,120000.0,Q,1,,1,,,,,,,,,,16,562,Condominium,1579.0,700.0
107177,1,0,Forced Air,Y,,3,1,,60735.0,U,1,,1,,,,,,,,,,16,473,Condominium,1579.0,576.0
107178,1,0,Forced Air,Y,,4,2,,31000.0,U,4,,1,,,,,,,,,,16,543,Condominium,1579.0,661.0
107179,1,0,Forced Air,Y,,4,2,,120000.0,Q,1,,1,,,,,,,,,,16,552,Condominium,1579.0,674.0
107180,1,0,Forced Air,Y,,4,2,,63518.0,Q,5,,1,,,,,,,,,,16,562,Condominium,1579.0,698.0
107181,1,0,Forced Air,Y,,3,1,,34000.0,U,1,,1,,,,,,,,,,16,472,Condominium,1579.0,575.0
107182,1,0,Forced Air,Y,,4,2,,120000.0,Q,1,,1,,,,,,,,,,16,543,Condominium,1579.0,666.0
107183,2,0,Forced Air,Y,,5,2,,158541.0,Q,2,,1,,,,,,,,,,16,1654,Condominium,5156.0,911.0
107184,2,0,Forced Air,Y,,5,2,,203541.0,Q,2,,1,,,,,,,,,,16,1658,Condominium,5156.0,910.0
107185,2,0,Forced Air,Y,,5,2,,203542.0,Q,2,,1,,,,,,,,,,16,1658,Condominium,5156.0,910.0
107186,2,0,Forced Air,Y,,5,2,,203542.0,U,2,,1,,,,,,,,,,16,1658,Condominium,5156.0,846.0
107187,2,0,Forced Air,Y,,5,2,,203541.0,U,2,,1,,,,,,,,,,16,1658,Condominium,5156.0,904.0
107188,2,0,Forced Air,Y,,5,2,,158541.0,Q,2,,1,,,,,,,,,,16,1658,Condominium,5156.0,845.0
107189,2,0,Forced Air,Y,,5,2,,158542.0,U,2,,1,,,,,,,,,,16,1658,Condominium,5156.0,903.0
107190,2,0,Forced Air,Y,,5,2,,158542.0,U,2,,1,,,,,,,,,,16,1654,Condominium,5156.0,845.0
107191,2,0,Forced Air,Y,,5,2,,158541.0,Q,2,,1,,,,,,,,,,16,1654,Condominium,5156.0,903.0
107192,2,0,Forced Air,Y,,5,2,,158542.0,Q,1,,1,,,,,,,,,,16,1654,Condominium,5156.0,909.0
107193,2,0,Forced Air,Y,,5,2,,203542.0,Q,1,,1,,,,,,,,,,16,1658,Condominium,5156.0,908.0
107194,2,0,Forced Air,Y,,5,2,,203541.0,Q,2,,1,,,,,,,,,,16,1658,Condominium,5156.0,908.0
107195,2,0,Forced Air,Y,,5,2,,158541.0,Q,2,,1,,,,,,,,,,16,1654,Condominium,5156.0,920.0
107196,2,0,Forced Air,Y,,5,2,,203541.0,U,2,,1,,,,,,,,,,16,1658,Condominium,5156.0,919.0
107197,2,0,Forced Air,Y,,5,2,,203541.0,U,2,,1,,,,,,,,,,16,1658,Condominium,5156.0,919.0
107198,2,0,Forced Air,Y,,5,2,,203542.0,U,2,,1,,,,,,,,,,16,1658,Condominium,5156.0,841.0
107199,2,0,Forced Air,Y,,5,2,,158542.0,Q,2,,1,,,,,,,,,,16,1658,Condominium,5156.0,837.0
107200,2,0,Forced Air,Y,,5,2,,203541.0,U,2,,1,,,,,,,,,,16,1658,Condominium,5156.0,840.0
107201,2,0,Forced Air,Y,,5,2,,203541.0,U,2,,1,,,,,,,,,,16,1658,Condominium,5156.0,836.0
107202,2,0,Forced Air,Y,,5,2,,203542.0,U,2,,1,,,,,,,,,,16,1658,Condominium,5156.0,840.0
107203,2,0,Forced Air,Y,,5,2,,158542.0,U,2,,1,,,,,,,,,,16,1654,Condominium,5156.0,836.0
107206,2,0,Forced Air,Y,,5,2,,203543.0,U,2,,1,,,,,,,,,,16,1658,Condominium,5156.0,920.0
107207,1,0,Forced Air,Y,,3,2,,205635.0,Q,1,,1,,,,,,,,,,16,1082,Condominium,1869.0,806.0
107208,1,0,Forced Air,Y,,3,2,,194500.0,Q,1,,1,,,,,,,,,,16,1082,Condominium,1869.0,806.0
107209,1,0,Forced Air,Y,,2,1,,149500.0,Q,1,,1,,,,,,,,,,16,810,Condominium,1869.0,586.0
107210,1,0,Forced Air,Y,,2,1,,37000.0,U,3,,1,,,,,,,,,,16,809,Condominium,1869.0,586.0
107211,1,0,Forced Air,Y,,3,2,,146628.0,U,3,,1,,,,,,,,,,16,1082,Condominium,1869.0,806.0
107212,1,0,Forced Air,Y,,3,2,,214500.0,Q,1,,1,,,,,,,,,,16,1082,Condominium,1869.0,806.0
107213,1,0,Forced Air,Y,,2,1,,169500.0,Q,1,,1,,,,,,,,,,16,810,Condominium,1869.0,586.0
107214,1,0,Forced Air,Y,,2,1,,169500.0,Q,1,,1,,,,,,,,,,16,810,Condominium,1869.0,586.0
107216,1,0,Forced Air,Y,,3,2,,219500.0,Q,1,,1,,,,,,,,,,16,1082,Condominium,1869.0,806.0
107217,1,0,Forced Air,Y,,2,1,,59000.0,U,1,,1,,,,,,,,,,16,810,Condominium,1869.0,586.0
107219,1,0,Forced Air,Y,,4,1,,45000.0,Q,9,,1,,,,,,,,,,16,1266,Condominium,1286.0,625.0
107220,1,0,Forced Air,Y,,4,1,,53000.0,Q,2,,1,,,,,,,,,,16,1257,Condominium,1286.0,625.0
107222,1,3,Ht Pump,Y,,4,2,,189000.0,Q,1,,1,,,,,,,,,,16,1200,Condominium,1678.0,701.0
107223,1,3,Ht Pump,Y,,4,2,,51000.0,U,1,,1,,,,,,,,,,16,1200,Condominium,1678.0,744.0
107224,1,3,Ht Pump,Y,,4,2,,185000.0,Q,1,,1,,,,,,,,,,16,1200,Condominium,1678.0,776.0
107225,1,3,Ht Pump,Y,,4,2,,185000.0,Q,1,,1,,,,,,,,,,16,1200,Condominium,1678.0,754.0
107226,1,0,Ht Pump,Y,,4,2,,450000.0,U,2,,1,,,,,,,,,,16,742,Condominium,1984.0,697.0
107227,1,0,Ht Pump,Y,,4,2,,450000.0,U,2,,1,,,,,,,,,,16,742,Condominium,1984.0,697.0
107228,2,0,Ht Pump,Y,,4,2,,90000.0,U,1,,1,,,,,,,,,,16,589,Condominium,1652.0,1056.0
107229,1,0,Ht Pump,Y,,4,1,,225000.0,U,1,,1,,,,,,,,,,16,589,Condominium,1652.0,579.0
107230,2,0,Ht Pump,Y,,4,2,,125000.0,U,5,,1,,,,,,,,,,16,589,Condominium,1652.0,645.0
107231,1,0,Ht Pump,Y,,3,1,,185000.0,Q,1,,1,,,,,,,,,,16,573,Condominium,1652.0,630.0
107232,1,0,Ht Pump,Y,,3,1,,67500.0,Q,6,,1,,,,,,,,,,16,720,Condominium,1652.0,631.0
107233,1,0,Ht Pump,Y,,2,1,,250000.0,Q,1,,1,,,,,,,,,,16,589,Condominium,1652.0,648.0
107236,1,0,Ht Pump,Y,,3,1,,199179.0,Q,1,,1,,,,,,,,,,16,589,Condominium,1652.0,631.0
107237,1,0,Ht Pump,Y,,2,1,,65000.0,U,1,,1,,,,,,,,,,16,589,Condominium,1652.0,648.0
107238,1,0,Ht Pump,Y,,4,2,,223500.0,Q,1,,1,,,,,,,,,,16,969,Condominium,1771.0,775.0
107239,1,0,Ht Pump,Y,,4,2,,110000.0,Q,5,,1,,,,,,,,,,16,951,Condominium,1771.0,775.0
107240,1,0,Ht Pump,Y,,4,2,,169900.0,Q,1,,1,,,,,,,,,,16,972,Condominium,1771.0,795.0
107241,1,0,Ht Pump,Y,,4,2,,179900.0,Q,1,,1,,,,,,,,,,16,973,Condominium,1771.0,795.0
107243,1,0,Ht Pump,Y,,4,2,,209900.0,Q,1,,1,,,,,,,,,,16,956,Condominium,1771.0,775.0
107244,1,0,Ht Pump,Y,,4,2,,209900.0,Q,1,,1,,,,,,,,,,16,956,Condominium,1771.0,795.0
107245,1,0,Ht Pump,Y,,4,2,,75000.0,U,1,,1,,,,,,,,,,16,978,Condominium,1771.0,795.0
107246,1,0,Ht Pump,Y,,4,2,,194900.0,Q,1,,1,,,,,,,,,,16,963,Condominium,1771.0,775.0
107247,1,0,Ht Pump,Y,,4,2,,210000.0,Q,1,,1,,,,,,,,,,16,950,Condominium,1771.0,775.0
107248,1,0,Ht Pump,Y,,4,2,,228400.0,Q,1,,1,,,,,,,,,,16,967,Condominium,1771.0,795.0
107249,1,0,Ht Pump,Y,,4,2,,45900.0,U,1,,1,,,,,,,,,,16,969,Condominium,1771.0,795.0
107250,1,0,Ht Pump,Y,,4,2,,219900.0,Q,1,,1,,,,,,,,,,16,957,Condominium,1771.0,775.0
107251,1,0,Ht Pump,Y,,4,2,,60000.0,U,2,,1,,,,,,,,,,16,956,Condominium,1771.0,775.0
107252,1,0,Ht Pump,Y,,4,2,,170900.0,Q,1,,1,,,,,,,,,,16,974,Condominium,1771.0,795.0
107253,1,0,Ht Pump,Y,,4,2,,189900.0,Q,1,,1,,,,,,,,,,16,972,Condominium,1771.0,795.0
107254,1,0,Ht Pump,Y,,4,2,,88180.0,Q,4,,1,,,,,,,,,,16,947,Condominium,1771.0,775.0
107255,1,0,Ht Pump,Y,,4,2,,105101.0,U,4,,1,,,,,,,,,,16,951,Condominium,1771.0,775.0
107256,1,0,Ht Pump,Y,,4,2,,90000.0,U,4,,1,,,,,,,,,,16,969,Condominium,1771.0,795.0
107257,1,0,Ht Pump,Y,,4,2,,41500.0,U,1,,1,,,,,,,,,,16,973,Condominium,1771.0,795.0
107258,1,0,Ht Pump,Y,,4,2,,218400.0,Q,1,,1,,,,,,,,,,16,957,Condominium,1771.0,775.0
107259,1,0,Ht Pump,Y,,4,2,,190000.0,Q,1,,1,,,,,,,,,,16,960,Condominium,1771.0,775.0
107260,1,0,Ht Pump,Y,,4,2,,228400.0,Q,1,,1,,,,,,,,,,16,974,Condominium,1771.0,795.0
107261,1,0,Ht Pump,Y,,4,2,,50000.0,U,1,,1,,,,,,,,,,16,974,Condominium,1771.0,795.0
107262,1,0,Ht Pump,Y,,4,2,,65000.0,U,3,,1,,,,,,,,,,16,963,Condominium,1771.0,775.0
107263,1,0,Ht Pump,Y,,4,2,,179900.0,Q,1,,1,,,,,,,,,,16,982,Condominium,1876.0,789.0
107264,1,0,Ht Pump,Y,,4,2,,63140.0,U,3,,1,,,,,,,,,,16,985,Condominium,1876.0,793.0
107265,1,0,Ht Pump,Y,,4,2,,52250.0,U,2,,1,,,,,,,,,,16,985,Condominium,1876.0,762.0
107266,1,0,Ht Pump,Y,,4,2,,184900.0,Q,1,,1,,,,,,,,,,16,949,Condominium,1876.0,794.0
107267,1,0,Ht Pump,Y,,4,2,,194000.0,Q,1,,1,,,,,,,,,,16,982,Condominium,1876.0,789.0
107268,1,0,Ht Pump,Y,,4,2,,159900.0,Q,1,,1,,,,,,,,,,16,985,Condominium,1876.0,793.0
107269,1,0,Ht Pump,Y,,4,2,,166500.0,Q,1,,1,,,,,,,,,,16,985,Condominium,1876.0,762.0
107270,1,0,Ht Pump,Y,,4,2,,55000.0,U,1,,1,,,,,,,,,,16,949,Condominium,1876.0,794.0
107271,1,0,Ht Pump,Y,,4,2,,195000.0,Q,1,,1,,,,,,,,,,16,982,Condominium,1876.0,789.0
107272,1,0,Ht Pump,Y,,4,2,,159900.0,Q,1,,1,,,,,,,,,,16,985,Condominium,1876.0,793.0
107273,1,0,Ht Pump,Y,,4,2,,169900.0,Q,1,,1,,,,,,,,,,16,985,Condominium,1876.0,762.0
107274,1,0,Ht Pump,Y,,4,2,,204000.0,Q,1,,1,,,,,,,,,,16,949,Condominium,1876.0,794.0
107275,1,0,Ht Pump,Y,,4,2,,175000.0,Q,1,,1,,,,,,,,,,16,883,Condominium,1883.0,794.0
107276,1,0,Ht Pump,Y,,4,2,,800000.0,U,2,,1,,,,,,,,,,16,883,Condominium,1883.0,759.0
107277,1,0,Ht Pump,Y,,4,2,,159000.0,Q,1,,1,,,,,,,,,,16,883,Condominium,1883.0,769.0
107278,1,0,Ht Pump,Y,,4,2,,179900.0,Q,1,,1,,,,,,,,,,16,883,Condominium,1883.0,780.0
107279,1,0,Ht Pump,Y,,4,2,,155000.0,Q,1,,1,,,,,,,,,,16,883,Condominium,1883.0,794.0
